Loan_ID,Gender,Married,Dependents,Education,Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002114,Female,No,0,Graduate,No,41600,0,7100,360,1,Semiurban,Y
LP002115,Male,Yes,3+,Not Graduate,No,26470,15870,17300,360,1,Rural,N
LP002116,Female,No,0,Graduate,No,23780,0,4600,360,1,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,45540,12290,15800,360,1,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,31730,0,7400,360,1,Semiurban,Y
LP002128,Male,Yes,2,Graduate,,25830,23300,12500,360,1,Rural,Y
LP002129,Male,Yes,0,Graduate,No,24990,24580,16000,360,1,Semiurban,Y
LP002130,Male,Yes,,Not Graduate,No,35230,32300,15200,360,0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,30830,21680,12600,360,1,Urban,Y
LP002137,Male,Yes,0,Graduate,No,63330,45830,25900,360,,Semiurban,Y
LP002138,Male,Yes,0,Graduate,No,26250,62500,18700,360,1,Rural,Y
LP002139,Male,Yes,0,Graduate,No,90830,0,22800,360,1,Semiurban,Y
LP002140,Male,No,0,Graduate,No,87500,41670,30800,360,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,26660,20830,9500,360,1,Rural,Y
LP002142,Female,Yes,0,Graduate,Yes,55000,0,10500,360,0,Rural,N
LP002143,Female,Yes,0,Graduate,No,24230,5050,13000,360,1,Semiurban,Y
LP002144,Female,No,,Graduate,No,38130,0,11600,180,1,Urban,Y
LP002149,Male,Yes,2,Graduate,No,83330,31670,16500,360,1,Rural,Y
LP002151,Male,Yes,1,Graduate,No,38750,0,6700,360,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,30000,16660,10000,480,0,Urban,N
LP002160,Male,Yes,3+,Graduate,No,51670,31670,20000,360,1,Semiurban,Y
LP002161,Female,No,1,Graduate,No,47230,0,8100,360,1,Semiurban,N
LP002170,Male,Yes,2,Graduate,No,50000,36670,23600,360,1,Semiurban,Y
LP002175,Male,Yes,0,Graduate,No,47500,23330,13000,360,1,Urban,Y
LP002178,Male,Yes,0,Graduate,No,30130,30330,9500,300,,Urban,Y
LP002180,Male,No,0,Graduate,Yes,68220,0,14100,360,1,Rural,Y
LP002181,Male,No,0,Not Graduate,No,62160,0,13300,360,1,Rural,N
LP002187,Male,No,0,Graduate,No,25000,0,9600,480,1,Semiurban,N
LP002188,Male,No,0,Graduate,No,51240,0,12400,,0,Rural,N
LP002190,Male,Yes,1,Graduate,No,63250,0,17500,360,1,Semiurban,Y
LP002191,Male,Yes,0,Graduate,No,197300,52660,57000,360,1,Rural,N
LP002194,Female,No,0,Graduate,Yes,157590,0,5500,360,1,Semiurban,Y
LP002197,Male,Yes,2,Graduate,No,51850,0,15500,360,1,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,93230,78730,38000,300,1,Rural,Y
LP002205,Male,No,1,Graduate,No,30620,19870,11100,180,0,Urban,N
LP002209,Female,No,0,Graduate,,27640,14590,11000,360,1,Urban,Y
LP002211,Male,Yes,0,Graduate,No,48170,9230,12000,180,1,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,87500,49960,13000,360,1,Rural,Y
LP002223,Male,Yes,0,Graduate,No,43100,0,13000,360,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,30690,0,7100,480,1,Urban,N
LP002225,Male,Yes,2,Graduate,No,53910,0,13000,360,1,Urban,Y
LP002226,Male,Yes,0,Graduate,,33330,25000,12800,360,1,Semiurban,Y
LP002229,Male,No,0,Graduate,No,59410,42320,29600,360,1,Semiurban,Y
LP002231,Female,No,0,Graduate,No,60000,0,15600,360,1,Urban,Y
LP002234,Male,No,0,Graduate,Yes,71670,0,12800,360,1,Urban,Y
LP002236,Male,Yes,2,Graduate,No,45660,0,10000,360,1,Urban,N
LP002237,Male,No,1,Graduate,,36670,0,11300,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,23460,16000,13200,360,1,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,N
LP002244,Male,Yes,0,Graduate,No,23330,24170,13600,360,1,Urban,Y
LP002250,Male,Yes,0,Graduate,No,54880,0,12500,360,1,Rural,Y
LP002255,Male,No,3+,Graduate,No,91670,0,18500,360,1,Rural,Y
LP002262,Male,Yes,3+,Graduate,No,95040,0,27500,360,1,Rural,Y
LP002263,Male,Yes,0,Graduate,No,25830,21150,12000,360,,Urban,Y
LP002265,Male,Yes,2,Not Graduate,No,19930,16250,11300,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,31000,14000,11300,360,1,Urban,Y
LP002272,Male,Yes,2,Graduate,No,32760,4840,13500,360,,Semiurban,Y
LP002277,Female,No,0,Graduate,No,31800,0,7100,360,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,30330,14590,9500,360,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,39020,16660,10900,360,1,Rural,Y
LP002287,Female,No,0,Graduate,No,15000,18000,10300,360,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,28890,0,4500,180,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,27550,0,6500,300,1,Rural,N
LP002297,Male,No,0,Graduate,No,25000,200000,10300,360,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,19630,0,5300,360,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,74410,0,19400,360,1,Rural,N
LP002305,Female,No,0,Graduate,No,45470,0,11500,360,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,21670,24000,11500,360,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,22130,0,6600,360,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,83000,0,15200,300,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,810000,0,36000,360,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,38670,0,6200,360,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,62560,0,16000,360,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,60960,0,21800,360,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,22530,20330,11000,360,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,21490,32370,17800,360,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,29950,0,6000,360,1,Urban,Y
LP002341,Female,No,1,Graduate,No,26000,0,16000,360,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,16000,200000,23900,360,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,10250,27730,11200,360,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,32460,14170,13800,360,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,58290,0,13800,360,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,27200,0,8000,,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,18200,17190,10000,360,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,72500,16670,11000,,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,148800,0,9600,360,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,26660,43000,12100,360,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,46060,0,8100,360,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,59350,0,13300,360,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,29200,161.2000084,8700,360,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,27170,0,6000,180,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,86240,0,15000,360,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,65000,0,10500,360,0,Rural,N
LP002386,Male,No,0,Graduate,,128760,0,40500,360,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,24250,23400,14300,360,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,37500,0,10000,360,1,Urban,Y
LP002393,Female,,,Graduate,No,100470,0,,240,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,19260,18510,5000,360,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,22130,11250,,360,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,104160,0,18700,360,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,71420,0,13800,360,1,Rural,Y
LP002408,Male,No,0,Graduate,No,36600,50640,18700,360,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,79010,18330,18000,360,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,47070,19930,14800,360,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,377190,0,15200,360,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,73330,83330,17500,300,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,34660,12100,13000,360,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,46520,0,11000,360,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,35390,13760,5500,360,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,33400,17100,15000,360,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,27690,15420,19000,360,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,23090,12550,12500,360,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,19580,14560,6000,300,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,39480,17330,14900,360,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,24830,24660,9000,180,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,70850,0,8400,360,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,38590,0,9600,360,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,43010,0,11800,360,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,37080,25690,17300,360,1,Urban,N
LP002472,Male,No,2,Graduate,No,43540,0,13600,360,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,83340,0,16000,360,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,20830,40830,16000,360,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,77400,0,12800,180,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,30150,21880,15300,360,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,51910,0,13200,360,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,41660,0,9800,360,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,60000,0,14000,360,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,29470,16640,7000,180,0,Urban,N
LP002501,,Yes,0,Graduate,No,166920,0,11000,360,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,2100,29170,9800,360,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,43330,24510,11000,360,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,34500,20790,16200,360,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,26530,15000,11300,180,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,46910,0,10000,360,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,25000,0,9300,360,,Urban,Y
LP002524,Male,No,2,Graduate,No,55320,46480,16200,360,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,165250,10140,15000,360,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,67000,17500,23000,300,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,28730,18720,13200,360,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,166670,22500,8600,360,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,43500,0,15400,360,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,30950,0,11300,360,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,20830,31500,12800,360,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,108330,0,23400,360,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,83330,0,24600,360,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,19580,24360,13100,360,1,Rural,Y
LP002545,Male,No,2,Graduate,No,35470,0,8000,360,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,183330,0,50000,360,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,45830,20830,16000,360,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,24350,0,7500,360,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,26990,27850,9600,360,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,53330,11310,18600,360,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,36910,0,11000,360,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,172630,0,22500,360,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,35970,21570,11900,360,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,33260,9130,10500,84,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,26000,17000,10700,360,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,46250,28570,11100,12,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,28950,0,9500,360,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,62830,44160,20900,360,0,Rural,N
LP002603,Female,No,0,Graduate,No,6450,36830,11300,480,1,Rural,Y
LP002606,Female,No,0,Graduate,No,31590,0,10000,360,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,48650,56240,20800,360,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,40500,53020,13800,360,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,38140,14830,12400,300,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,35100,44160,24300,360,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,208330,66670,48000,360,,Urban,Y
LP002625,,No,0,Graduate,No,35830,0,9600,360,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,24790,30130,18800,360,1,Urban,Y
LP002634,Female,No,1,Graduate,No,132620,0,4000,360,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,35980,12870,10000,360,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,60650,20040,25000,360,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,32830,20350,14800,360,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,21300,66660,7000,180,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,58150,36660,31100,360,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,34660,34280,15000,360,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,20310,16320,11300,480,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,30740,18000,12300,360,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,46830,19150,18500,360,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,34000,0,9500,360,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,21920,17420,4500,360,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,25000,0,5500,360,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,56770,14240,10000,360,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,79480,71660,48000,360,1,Rural,Y
LP002697,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,175000,0,40000,360,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,37750,0,11000,360,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,52850,14300,16100,360,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,26790,13020,9400,360,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,67830,0,13000,360,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,10250,55000,21600,360,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,42810,0,10000,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,35880,0,11000,360,0,Rural,N
LP002729,Male,No,1,Graduate,No,112500,0,19600,360,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,181650,0,12500,360,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,25500,20420,12600,360,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,61330,39060,32400,360,1,Urban,Y
LP002738,Male,No,2,Graduate,No,36170,0,10700,360,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,29170,5360,6600,360,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,64170,0,15700,180,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,46080,28450,14000,180,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,21380,0,9900,360,0,Semiurban,N
LP002753,Female,No,1,Graduate,,36520,0,9500,360,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,22390,25240,12800,360,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,30170,6630,10200,360,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,27680,19500,15500,360,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,33580,0,8000,36,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,25260,17830,14500,360,1,Rural,Y
LP002776,Female,No,0,Graduate,No,50000,0,10300,360,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,27850,20160,11000,360,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,24920,23750,,360,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,33330,32500,15800,360,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,24540,23330,18100,360,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,35930,42660,13200,180,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,54680,10320,2600,360,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,26670,16250,8400,360,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,101390,0,26000,360,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,38870,26690,16200,360,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,41800,23060,18200,360,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,36750,2420,10800,360,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,194840,0,60000,360,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,59230,20540,21100,360,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,58000,0,13200,360,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,87990,0,25800,360,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,44670,0,12000,360,,Rural,Y
LP002836,Male,No,0,Graduate,No,33330,0,7000,360,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,34000,25000,12300,360,0,Rural,N
LP002840,Female,No,0,Graduate,No,23780,0,900,360,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,31660,20640,10400,360,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,34170,17500,18600,360,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,51160,14510,16500,360,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,166660,0,27500,360,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,61250,16250,18700,480,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,64060,0,15000,360,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,31590,4610,10800,84,1,Urban,Y
LP002872,,Yes,0,Graduate,No,30870,22100,13600,360,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,32290,27390,11000,360,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,17820,22320,10700,360,1,Rural,Y
LP002888,Male,No,0,Graduate,,31820,29170,16100,360,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,65400,0,20500,360,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,18360,338370,9000,360,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,31660,0,3600,360,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,18800,0,6100,360,,Rural,N
LP002911,Male,Yes,1,Graduate,No,27870,19170,14600,360,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,42830,30000,17200,84,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,22970,15220,10400,360,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,21650,0,7000,360,1,Semiurban,Y
LP002925,,No,0,Graduate,No,47500,0,9400,360,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,27260,0,10600,360,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,30000,34160,5600,180,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,60000,0,20500,240,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,93570,0,29200,360,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,38590,33000,14200,180,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,161200,0,26000,360,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,38330,0,11000,360,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,63830,10000,18700,360,1,Rural,N
LP002943,Male,No,,Graduate,No,29870,0,8800,360,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,99630,0,18000,360,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,57800,0,19200,360,1,Urban,Y
LP002949,Female,No,3+,Graduate,,4160,416670,35000,180,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,28940,27920,15500,360,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,57030,0,12800,360,1,Urban,Y
LP002958,Male,No,0,Graduate,No,36760,43010,17200,360,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,120000,0,49600,360,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,34000,25000,17300,360,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,39870,14110,15700,360,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,32320,19500,10800,360,1,Rural,Y
LP002978,Female,No,0,Graduate,No,29000,0,7100,360,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,41060,0,4000,180,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,80720,2400,25300,360,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,75830,0,18700,360,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,45830,0,13300,360,0,Semiurban,N
LP102991,Male,Yes,0,Graduate,No,45520,16641,62100,360,1,Semiurban,Y
LP102992,Male,Yes,1,Not Graduate,No,48720,45089,65400,360,1,Semiurban,Y
LP102993,Female,Yes,2,Graduate,No,116080,0,70000,360,1,Urban,Y
LP102994,Male,Yes,0,Graduate,No,32760,0,70000,360,1,Urban,Y
LP102995,Male,No,0,Graduate,,74100,28654,62400,360,1,Semiurban,Y
LP102996,Female,No,0,Graduate,No,100800,25037,63300,360,1,Rural,Y
LP102997,Male,Yes,,Graduate,No,29550,0,57700,360,1,Rural,N
LP102998,Female,Yes,1,Graduate,No,29520,20905,70000,360,0,Semiurban,N
LP102999,Male,Yes,3+,Not Graduate,No,15390,6423,70000,360,1,Semiurban,N
LP103000,Female,No,2,Graduate,No,95340,9847,70000,360,1,Semiurban,Y
LP103001,Male,Yes,0,Not Graduate,No,41940,10486,70000,360,1,Urban,Y
LP103002,Male,Yes,1,Graduate,No,19280,43563,57900,360,1,Urban,Y
LP103003,Male,Yes,3+,Graduate,No,32890,18828,67800,360,1,Rural,Y
LP103004,Male,Yes,0,Not Graduate,No,19170,13042,70000,360,1,Rural,N
LP103005,Male,Yes,,Not Graduate,,142790,9063,67200,360,1,Semiurban,Y
LP103006,Male,Yes,0,Not Graduate,,43110,12609,70000,360,1,Rural,Y
LP103007,Male,Yes,0,Not Graduate,No,112140,0,62500,360,1,Rural,Y
LP103008,Male,Yes,1,Graduate,Yes,27770,54938,64300,360,1,Rural,Y
LP103009,Male,Yes,,Not Graduate,No,36180,0,66300,480,1,Rural,N
LP103010,,No,0,Not Graduate,No,22620,29617,70000,360,1,Urban,N
LP103011,Male,Yes,1,Graduate,No,64220,20494,56000,360,1,Urban,Y
LP103012,Male,Yes,0,Graduate,Yes,41220,8149,59500,360,1,Rural,Y
LP103013,Male,No,3+,Graduate,No,39780,28160,60300,180,,Rural,Y
LP103014,Female,Yes,2,Graduate,Yes,39320,16868,59000,360,0,Rural,N
LP103015,Male,No,0,Graduate,No,31790,0,70000,360,1,Urban,N
LP103016,Male,No,0,Not Graduate,No,55020,0,64700,360,1,Urban,Y
LP103017,Male,Yes,0,Graduate,No,86740,13714,66100,360,1,Urban,Y
LP103018,Female,No,0,Graduate,No,58580,0,70000,360,0,Urban,N
LP103019,Male,Yes,0,Graduate,No,42490,6278,69200,360,0,Rural,N
LP103020,Male,Yes,0,Not Graduate,No,42120,0,69300,360,0,Semiurban,N
LP103021,Male,Yes,0,Graduate,No,30610,12045,58900,360,1,Semiurban,Y
LP103022,Male,Yes,2,Graduate,No,47940,33563,70000,360,1,Urban,Y
LP103023,Female,Yes,3+,Graduate,No,55360,0,70000,360,1,Semiurban,Y
LP103024,Male,Yes,0,Graduate,No,24950,0,61700,360,1,Rural,Y
LP103025,Male,No,2,Graduate,No,31670,0,67700,360,1,Urban,Y
LP103026,Male,Yes,0,Graduate,No,42260,0,56700,360,1,Urban,Y
LP103027,Male,Yes,0,Graduate,No,56470,0,70000,360,0,Semiurban,N
LP103028,Male,,0,Graduate,No,29340,16174,60200,480,1,Urban,Y
LP103029,Male,Yes,1,Graduate,No,22130,8821,59000,360,1,Semiurban,Y
LP103030,Male,No,0,Graduate,No,52480,40796,70000,360,0,Semiurban,N
LP103031,Male,Yes,0,Graduate,Yes,35240,0,70000,300,1,Rural,Y
LP103032,Female,Yes,0,Graduate,No,57190,22462,62800,360,1,Urban,Y
LP103033,Male,Yes,2,Graduate,No,27230,0,50900,180,,Semiurban,N
LP103034,Male,No,1,Graduate,No,42830,0,69200,360,1,Urban,N
LP103035,Male,Yes,1,Graduate,No,72740,0,61100,360,1,Urban,Y
LP103036,Male,Yes,0,Graduate,No,35820,0,70000,360,1,Semiurban,N
LP103037,Female,Yes,2,Graduate,No,73620,0,70000,360,1,Semiurban,Y
LP103038,Male,Yes,0,Not Graduate,No,11200,29606,68600,360,1,Rural,N
LP103039,,Yes,1,Graduate,No,140760,0,60800,360,1,Semiurban,Y
LP103040,Male,Yes,1,Graduate,No,31820,19104,70000,360,1,Urban,Y
LP103041,Male,No,2,Graduate,No,14880,15848,70000,360,1,Rural,N
LP103042,Male,Yes,0,Graduate,No,42750,43885,70000,360,1,Semiurban,Y
LP103043,Male,No,0,Graduate,Yes,28830,11131,65700,360,1,Urban,Y
LP103044,Male,Yes,3+,Not Graduate,No,29050,0,70000,360,,Urban,N
LP103045,Male,Yes,0,Graduate,No,54960,22023,68200,360,1,Semiurban,Y
LP103046,Male,Yes,0,Graduate,No,97210,24601,69900,360,1,Urban,Y
LP103047,Male,No,,Graduate,No,38030,32331,63700,360,0,Urban,N
LP103048,Female,Yes,0,Graduate,,26540,0,70000,360,1,Semiurban,Y
LP103049,Male,No,1,Graduate,No,31410,14290,70000,360,0,Rural,N
LP103050,Male,Yes,2,Not Graduate,No,18840,21596,60300,360,1,Rural,N
LP103051,Male,No,1,Not Graduate,Yes,156250,18136,70000,360,1,Semiurban,Y
LP103052,,No,0,Graduate,No,116050,7734,70000,360,1,Semiurban,Y
LP103053,Male,Yes,1,Not Graduate,No,30130,14720,60000,360,1,Semiurban,N
LP103054,Female,No,1,Graduate,No,25370,16413,70000,360,1,Urban,Y
LP103055,Male,Yes,1,Graduate,,43660,56067,70000,360,1,Semiurban,Y
